file_id,topics,Anger,Enthusiasm,Fear,Hope,Joy,None of them,Pride,Sadness,Disgust,None of Them,NA
5,"lucchetti_factory, reelection",0.13210447621717172,0.06572713354186047,0.06417577155555555,0.08141112185136987,0.10592525596091953,0.7438185750590278,0.1498802105,0.12391802752592593,NA,NA,NA
6,"media, safety",0.2082060205815857,0.06785164553852041,0.20889969388135593,0.08576399088338871,0.13241287948304348,0.6575242904317647,0.1795604063726415,0.14377328059192546,0.19368222285714287,NA,NA
7,"municipal98, canal4, media",0.3193742043292683,0.11465010173133333,0.074107366625,0.11522786264383561,0.18198036471311474,0.5980564573067093,0.13833702939189188,0.05484540725,0.151519138375,NA,NA
8,"media, state_capture",0.13304344053252032,0.05660144998837209,0.05405119524,0.06356838682523365,0.08989193918181818,0.767365737092511,0.14110552323076922,0.10079073835714286,0.18915777666666667,NA,NA
9,"ecuador, media",0.18996067564935065,0.089974008769170985,0.18372823484,0.143167354768435,0.12201344595376344,0.6491577024886818,0.18206470451836734,0.10513877429787234,0.287284951,NA,NA
10,municipal98,0.2656464855498084,0.6522649574112426,0.197183092375,0.07251065926693227,0.1469537745175926,NA,0.08368839698446602,0.13173684829385965,0.061586693444444444,0.13688225977424243,NA
11,lucchetti_factory,0.1838543761600639,0.6925313973241253,0.12613212653947367,0.061651171456,0.11537489706982759,NA,0.08491927815860464,0.123888745865,0.21171118333333333,0.16581516531358026,NA
12,lucchetti_factory,0.27458968375,0.5696888960655737,0.037164136,0.11421636290625001,0.3618832519473684,NA,0.107906621203125,0.059529812625,NA,0.092828539,NA
13,"ivcher, foreign",0.12197523900925926,0.7870745165240964,0.05370361775,0.06025766928857143,0.1219559881,NA,0.05577531307311828,0.026767613,NA,0.06006407517647059,NA
14,referendum,0.2472352144,0.5848281464864865,0.13608858666666665,0.057655262785714284,0.122018362,NA,0.1405918103909091,0.19081465285714286,0.11862198,0.28345934266666667,NA
15,lucchetti_factory,0.17104121701732283,0.6767034650596394,0.11488891740434783,0.07741236110411764,0.15491714765359477,NA,0.109037611801875,0.14039153986507935,0.15917443811111112,0.15943527499173554,NA
16,"reelection, safety, state_capture",0.27597301294090637,0.5821925219256654,0.1222292805,0.12379326424559585,0.14894665753658537,NA,0.12620636409535865,0.058044143566666664,0.08141553641666667,0.19072134681764705,NA
17,safety,0.2058621678828685,0.6117091709808795,0.1529104086792453,0.11307756981428571,0.1411516245775862,NA,0.14615887431754385,0.12904050209444445,0.255100145,0.19523441380598291,NA
19,"foreign, safety",0.12071372333333333,0.42621129376190475,0.490398074,0.20876011109090908,0.11028680725,NA,0.2729560034375,NA,NA,0.25895711633333335,NA
20,"lucchetti_factory, safety",0.34871075100191257,0.5554188382826709,0.21151531578125,0.10745894050235294,0.14143226413232324,NA,0.12576318660854702,0.0807067095180723,0.11896240772413794,0.17146921048555555,NA
21,"reelection, state_capture",0.37277183103765327,0.5380932810367117,0.1492956249893617,0.09287590169263456,0.161761528865,NA,0.12152501225855615,0.08749039378583333,0.06606873547727272,0.17292984362808989,NA
22,state_capture,0.25945103272340425,0.5945957388712871,0.204645898,0.11052159682142856,0.23589652556250001,NA,0.138956487796875,0.12218094257894736,0.11823593,0.3304691168181818,NA
23,ecuador,0.3147381537630058,0.577898033925402,0.11344752452380952,0.09669626899047619,0.15377373895671642,NA,0.14804804271717173,0.111742048,0.27518233575,0.10340841912820513,NA
24,"media, foreign, safety",0.1904104156821192,0.6146651038249027,0.17701149266666666,0.12460276530648148,0.15602908344444444,NA,0.1406810583601695,0.12971386901219512,0.04841662066666667,0.16144870506923076,NA
25,"media, foreign, safety, state_capture",0.18450880808208955,0.6282301588065099,0.14920279698604652,0.07763158640692641,0.1443888258907285,NA,0.08691569319428571,0.18874836921929825,0.174789272,0.22277492500986842,NA
26,"referendum, reelection, safety",0.3390459408649547,0.5575607187712177,0.13253096451612903,0.11201851445791855,0.17716806282528735,NA,0.12409096668660714,0.06591026094525547,0.079414056,0.18937269728,NA
27,safety,0.211572035327833,0.6188763759218241,0.16840521060795455,0.07922939218289157,0.17789410526261262,NA,0.11476739129939577,0.148071534163253,0.24935847292592592,0.19481512487175143,NA
28,state_capture,0.26503046841954025,0.5797963783051948,0.18124752027941177,0.1298798444,0.12157012506153847,NA,0.14558223838403755,0.12068929778301887,0.0950841232142857,0.24871384654761905,NA
29,"miraflores, canal4",0.2179905191,0.6410547278655779,0.17524348884444443,0.10787648868278689,0.21061850718392858,NA,0.1299137248299578,0.09275482320588235,0.2362191725,0.13179375781132074,NA
30,"referendum, ecuador, reelection, state_capture",0.3620457932159091,0.5718117493935484,0.2353942598888889,0.08963652024590164,0.2354320705,NA,0.10305661149305556,0.07378502782,0.16826069000000002,0.15267088533333334,NA
31,"referendum, reelection, state_capture",0.3958571021439394,0.5807494981287878,0.056867752,0.07397462527580645,0.2142516764117647,NA,0.08573046777123287,0.11971156842857143,0.1858314475,0.12284324267692308,NA
32,"reelection, state_capture",0.22790437894239632,0.5796546604617284,0.1762163326875,0.08050959227888199,0.36070037120408166,NA,0.10724980294640885,0.09583785367948718,0.057120828166666665,0.2535393812857143,NA
33,"referendum, municipal98, media",0.16470515101290323,0.7338209641433121,0.09001646427272728,0.0639134567617801,0.1185201999164179,NA,0.07789327995821918,0.08139103295714285,0.07845333500000001,0.15075789962,NA
34,"municipal98, media",0.15698994475054545,0.7345649997784689,0.15569085699642857,0.07498505319525066,0.11017912298030302,NA,0.0743366667258567,0.1243658966884058,0.235623627,0.14769689007307693,NA
35,"referendum, reelection, media, state_capture",0.37836595189921507,0.5700208599783505,0.11918417023728814,0.08440090941111111,0.11500023957272727,NA,0.08452321675932642,0.05017018112745098,0.058903699134146344,0.20466139129411764,NA
36,promotions,0.09036692947345133,0.7851190515734597,0.045780506250000005,0.0627007895398374,0.1272406296847826,NA,0.06261998458064516,0.050868451792307694,0.11172049,0.11392019408750001,NA
37,"foreign, public_officials",0.22264821215833333,0.6637546275391304,0.10869390453846155,0.06622088248070175,0.15371575652380953,NA,0.10843264832142857,0.09026017794736842,0.055443175,0.14990974616666666,NA
38,"public_officials, safety, state_capture",0.1982589354326923,0.7675775228346456,0.16627146075000002,0.0448293250952381,0.08900982861904762,NA,0.05241467061369863,0.048577482923076926,NA,0.09284124142857143,NA
39,"reelection, canal4, media, public_officials",0.24267668500625,0.7269689633552632,0.016270556,0.06420722063714286,0.14854533524242425,NA,0.06828696403561643,0.04688606085,0.1651459185,0.13442576780526316,NA
40,"referendum, reelection",0.30459073629558825,0.5955421276330275,0.14732471491836735,0.0851888931600939,0.1554599935,NA,0.08970216122669902,0.076097297397351,0.09981866372727273,0.18743909208474577,NA
41,media,0.12395107775,0.1054486288,NA,0.044174568250000004,0.10492674275,0.7466977722222222,NA,0.047965817,NA,NA,NA
44,"ecuador, media",0.21571587250413224,0.062097229542857145,0.19074569672222222,0.08512421254666666,0.1130565316090909,0.6661022233925233,0.15064505198214287,0.09521329417777778,0.085056745,NA,NA
45,"canal4, media",0.263437887388,0.111260319128,0.11715252488888889,0.08797659083195876,0.13583612335714285,0.6407236200811965,0.1671732922173913,0.08092596957142857,0.12112266683333334,NA,NA
46,reelection,0.2912251956889344,0.07829620342272728,0.10934869514285714,0.06504533585905511,0.09223719242830189,0.6371935023232876,0.122316327475,0.06282758066666666,0.08425025893333334,NA,NA
47,"referendum, ecuador, state_capture",0.20946130726324785,0.11253594323531353,0.1933796179032258,0.11835783753256705,0.09892376245692308,0.62421212062606235,0.1709512321625,0.13078285223717948,0.190226018,NA,NA
48,"reelection, promotions",0.14075068667204302,0.07540763282066115,0.16739414581818182,0.0872938251635514,0.22394902079803922,0.7006045251497585,0.19962585694117646,0.06737064047222222,NA,NA,NA
49,promotions,0.11164036294375,0.09811524657181572,0.2347795105,0.1127810068864706,0.2792432640735294,0.6719867085872727,0.18162257228735632,0.15591756710344828,0.025335455,NA,NA
50,media,0.32025966444812837,0.08027030962631579,0.09640798494827586,0.08823219730805085,0.14748188436422766,0.6088133595793799,0.22510416573670886,0.07317554944,0.0610976215483871,NA,NA
51,public_officials,0.33878675231666666,0.1271467573638298,0.18555900144444445,0.14275109635,0.10918554276499999,0.5443426265891089,0.2596974965,0.103537294,0.14589417325,NA,NA
52,"canal4, wiese",0.3249794837013889,0.09621106794083045,0.17243393322463768,0.11179465765652175,0.17105552967083335,0.5739326352807487,0.16465299249626866,0.09232364675923913,0.10506691977419355,NA,NA
56,media,0.2921835019953846,0.09000189436486486,0.374466235,0.10101174386533333,0.1852226505357143,0.6134330740869863,0.2107125859375,0.13851776032058824,0.513673892,NA,NA
57,ivcher,0.24099153186775818,0.08361251302645162,0.18478232922499999,0.08751523399488055,0.12238397545981308,0.6390344558143874,0.19504910182222224,0.09228289200653594,0.11555095685714285,NA,NA
58,"media, ivcher",0.24955144798507461,0.0874132561711111,0.07874407288888889,0.1080797854175,0.1531592720625,0.6244729899046512,0.2884364273076923,0.11242056617241379,0.084730250000000007,NA,NA
59,"media, foreign",0.24042310871969697,0.11239277267244897,0.19186407387719298,0.13273008504756756,0.15743720607017544,0.5988977891113924,0.207311983326,0.09900752222727273,0.46694235,NA,NA
60,miraflores,0.28419609125840334,0.12139589402604167,0.22785410558571428,0.11804607022842105,0.1422520575479452,0.5651469969036876,0.20461576204615384,0.1160910135,0.117325448,NA,NA
61,miraflores,0.39822581965,0.1590886347547619,0.3635002532,0.19392681175609755,0.3160468685,0.39655985920689657,0.3570278370866667,0.10413261850000001,0.2673868875,NA,NA
62,"reelection, media",0.25843237869204544,0.12671133257427183,0.327872565375,0.1508192887225131,0.18353428250175438,0.5659913393661418,0.25925258809876545,0.09822466218055556,0.1394354886,NA,NA
63,reelection,0.21383098439554796,0.08049938225365853,0.18596407539534884,0.10790204551535269,0.16555466290804596,0.6504113896322702,0.15744388688095237,0.09570135988172043,0.19094734642857142,NA,NA
64,"ivcher, safety",0.12753073781666666,0.06896565161875,0.21612356014285714,0.11237069038225807,0.048912901777777774,0.732374569029703,0.04992730166666667,0.0302584425,NA,NA,NA
65,foreign,0.14673790148148147,0.09603089346153847,0.0693762665,0.10225689127678571,0.09462226871428571,0.697662423592233,0.1990418061818182,0.0489064638125,NA,NA,NA
66,"canal4, wiese",0.15982798697474748,0.06719218144112904,0.064356046,0.08547656465980392,0.1978279492153846,0.6854758386820083,0.1637950508367347,0.10206672166666667,0.310758,NA,NA
67,"foreign, safety",0.22700207575219297,0.09359714673290323,0.17884933357894736,0.11584041278835616,0.12644680371698114,0.6210700024566929,0.14673799494444445,0.10119689447530865,0.33223848,NA,NA
68,"promotions, foreign, public_officials",0.20438780916870228,0.07727004540539419,0.14736770679310346,0.09294000554285714,0.17810932678380953,0.6613033983174603,0.1528078923432836,0.12169792722,0.206745991125,NA,NA
69,safety,0.22821971167885716,0.1345358650340708,0.18665669965384615,0.1643809574078125,0.17529655872820513,0.5835295064875576,0.22809820492,0.09879078059615384,0.18761478,NA,NA
70,"canal4, media",0.23196047955060606,0.07908229800955414,0.1694286805531915,0.10117468703244274,0.149882759375,0.6493826188144,0.15923871991734695,0.10326283263017241,0.08900905125,NA,NA
71,media,0.17555785073696809,0.06317383879117647,0.10048227447916666,0.084435253721,0.1296825232056338,0.7073327097115732,0.13119499703766233,0.07337124306756757,0.22257254750000002,NA,NA
72,media,0.16510613539,0.06267545827259616,0.111266519,0.053138682344444445,0.13257613674,0.75453138181875,0.10088092553571429,0.0999470376547619,0.04508460825,NA,NA
73,media,0.19631464532882884,0.06212671245740741,0.24200202793333334,0.08522860563092784,0.10472324752765957,0.7116450614285714,0.08545467272058824,0.10238955174222222,NA,NA,NA
74,media,0.16278735176422018,0.05426425885625,0.09747455847058824,0.06163088396098485,0.09782982163222222,0.7642151412686868,0.09279680891111111,0.05949663171296296,0.23795780300000002,NA,NA
75,media,0.1351102372973856,0.05322997772116183,0.17639628784615385,0.048730771896045195,0.19013622930618557,0.7250438293676329,0.15981556097820512,0.1534870925763158,0.20395156,NA,NA
76,"canal4, wiese",0.1592294721038961,0.06548131421978022,0.0833124865,0.08059045656645569,0.12818125897058824,0.7336152159907121,0.13465010792727272,0.06724662282,0.07477601225,NA,NA
77,"reelection, promotions",0.2746820471309963,0.1335106345752809,0.14150365320454544,0.14738340996313726,0.19754252574705883,0.571553093214156,0.19112497849765625,0.073337233279,0.140101902,NA,NA
78,"reelection, promotions",0.31975739727,0.13285182138421053,0.1996533719047619,0.15003539193956045,0.14505663738028168,0.5610892414566416,0.18751415810238095,0.11519483373333333,0.08659824030769231,NA,NA
79,"reelection, media, public_officials",0.22437889725000001,0.07849730565671642,0.22010809666666667,0.06597723357446808,0.2057282001764706,0.690782505827957,0.16758534473333334,0.18287760655555557,0.1964754465,NA,NA
80,reelection,0.18628356550909092,0.10597499327137547,0.14289154544,0.16724256672868526,0.16504521145731707,0.615978046854717,0.2239327848859649,0.1391011735,0.1788258443,NA,NA
81,reelection,0.20647733008791208,0.07886087143669725,0.2422283173,0.0751363618025,0.19543427046153847,0.6491725571665,0.17011739953333332,0.18371053485714287,0.0587484525,NA,NA
82,reelection,0.21948757495294116,0.13835471018630138,0.2726503015263158,0.19432082135612902,0.2696307767102564,0.5597987201854167,0.19993470742105263,0.09991777503703704,0.06131192,NA,NA
83,reelection,0.28953313543902437,0.12329346113953488,0.3395824295,0.13922156405333333,0.22029418925,0.6185135590977444,0.14554185417142856,0.07082524844,0.0910924,NA,NA
84,safety,0.225409725025,0.09894647125581396,0.096258286,0.12956870646511628,0.3017100031,0.6194496762844445,0.14638484268235294,0.063185755800000007,NA,NA,NA
85,reelection,0.2098736835,0.13782756610909092,0.191244791875,0.16834439229565218,0.11651042561111111,0.5879949019302325,0.23522532142857144,0.19748731125,0.3835249566666667,NA,NA
86,"canal4, media, state_capture",0.20661709654385965,0.06865762554274193,0.11881351883333333,0.09718290503398058,0.1751393545471698,0.7001935331135135,0.18081922596296296,0.13667200659090908,0.573326155,NA,NA
87,"reelection, media, state_capture",0.11443934041125,0.09666391095833334,0.118279066,0.10678733119459459,0.1681643697744186,0.6951905706971154,0.21189387248780486,0.08122040317727273,NA,NA,NA
88,"reelection, media, ivcher",0.24900715557663552,0.10185645127857143,0.16173567304347825,0.1278273837025,0.19430342944883722,0.6079019639003984,0.178334464828125,0.093779679625,NA,NA,NA
89,promotions,0.16795077909090908,0.06912487775,NA,0.060711485272727274,0.064187588,0.7575097472727272,0.029908227,0.063925269,NA,NA,NA
90,"media, wiese, public_officials",0.19853593027407407,0.06623970578037974,0.11893101128888889,0.08600427875241379,0.12115698496153847,0.6953211051301059,0.12955831046037736,0.08149367606203704,0.1086557908888889,NA,NA
94,"media, public_officials, state_capture",0.1344205112838384,0.06567785274268292,0.20907690066666668,0.0651002264015625,0.1173807800625,0.765045945,0.1386771145095238,0.029736947649999998,NA,NA,NA
95,"canal4, media, ivcher",0.26224088228125,0.09755570321764706,0.09070123320000001,0.08274296125,0.09852059512727272,0.6115042058043478,0.115921286,0.14948164982142859,0.2708516995714286,NA,NA
96,canal4,0.102953369,0.07531236007692307,0.055943282500000004,0.0742440073409091,0.31282299918181816,0.6951007521219512,0.19125015348181817,0.046452712666666666,NA,NA,NA
97,"reelection, media",0.30613478268,0.11077514055412845,0.173062611875,0.11000327876607142,0.12910979001694914,0.5991323271935484,0.20605478234285715,0.05698077497826087,0.13382151957142857,NA,NA
98,foreign,0.1962985306536313,0.059437570761445783,0.15682223979310345,0.06934373354083333,0.10772565968142857,0.6937497156838806,0.17971992589821428,0.10969379,0.205421776,NA,NA
102,"media, wiese, state_capture",0.21364847006338028,0.7391619350406091,0.067719974132,0.050572224109375,0.1155949559,NA,0.05245180978571429,0.05362124559375,0.08134865127272728,0.1382673971153846,NA
103,"reelection, media, state_capture",0.19382230409854015,0.6711545528936878,0.14603948130769231,0.09583648830057803,0.14495635297704917,NA,0.11011536080974026,0.06575890493939394,0.036146607,0.13489001192857142,NA
104,"safety, state_capture",0.215771727204023,0.58000112375,0.18201311540384615,0.157239876144,0.1703359745943396,NA,0.1470332547031111,0.06848329106896552,0.06862175633333334,0.2982960350428571,NA
